Date,Power[kW],PV panels power [kW]
2018-01-01,4.579458333333333,-0.5884375000000001
2018-01-02,5.027416666666666,-0.3773826388888889
2018-01-03,5.341784722222222,-0.1375236111111111
2018-01-04,5.419034722222222,-0.09097708333333333
2018-01-05,5.063395833333333,-0.2792395833333333
2018-01-06,2.9565208333333337,-0.2376423611111111
2018-01-07,2.2120902777777776,-1.250601388888889
2018-01-08,6.228652777777778,-0.17425416666666665
2018-01-09,5.995840277777778,-0.32108472222222223
2018-01-10,5.737354166666667,-0.13007152777777778
2018-01-11,5.847284722222223,-0.3930326388888889
2018-01-12,5.906569444444444,-0.12489027777777778
2018-01-13,2.947402777777778,-0.21867777777777778
2018-01-14,2.0849791666666664,-1.4204326388888888
2018-01-15,6.046652777777778,-0.1054375
2018-01-16,5.488659722222223,-0.69375
2018-01-17,5.546659722222222,-0.4239333333333333
2018-01-18,6.241131944444444,-0.061238888888888884
2018-01-19,4.900909722222223,-1.2128611111111112
2018-01-20,3.233013888888889,-0.19759444444444443
2018-01-21,2.4598888888888886,-1.0028895833333333
2018-01-22,5.9617581653926335,-0.39605976372480883
2018-01-23,5.403451388888889,-0.5129284722222222
2018-01-24,5.407902777777778,-0.22198472222222224
2018-01-25,6.53811756473058,-0.4216776223776224
2018-01-26,5.389972222222222,-0.36390833333333333
2018-01-27,2.0293472222222224,-0.9028659722222222
2018-01-28,2.5929583333333333,-0.3503326388888889
2018-01-29,5.961840277777777,-0.16005347222222222
2018-01-30,4.7249580419580415,-1.3510852550663872
2018-01-31,5.71675,-0.13604791666666666
2018-02-01,5.4284375,-0.8022194444444444
2018-02-02,5.326645833333333,-0.6290569444444445
2018-02-03,3.1424475524475524,-0.2883636363636364
2018-02-04,2.5164791666666666,-0.9689993055555555
2018-02-05,4.298416666666667,-2.366898611111111
2018-02-06,4.921881944444444,-1.5017486111111111
2018-02-07,4.192395833333333,-2.6332020833333334
2018-02-08,4.326791666666667,-1.865720138888889
2018-02-09,4.9638333333333335,-0.8334312500000001
2018-02-10,1.517763888888889,-1.720784027777778
2018-02-11,2.298048611111111,-1.0104451388888889
2018-02-12,3.822861111111111,-2.2347520833333334
2018-02-13,3.2468194444444447,-2.832140972222222
2018-02-14,3.2054305555555556,-2.671793055555556
2018-02-15,5.510388888888889,-0.5881854166666667
2018-02-16,3.076541666666667,-2.857142361111111
2018-02-17,1.3921458333333334,-1.828195138888889
2018-02-18,0.6520972222222222,-2.6516888888888888
2018-02-19,5.786868055555556,-0.5792194444444445
2018-02-20,5.021354166666667,-1.2427493055555556
2018-02-21,3.527138888888889,-2.6974645833333333
2018-02-22,3.147361111111111,-3.1413465277777775
2018-02-23,3.082638888888889,-3.0157125000000002
2018-02-24,0.3358541666666667,-3.025777777777778
2018-02-25,-0.0836875,-3.4838756944444444
2018-02-26,4.093101045296168,-2.3397888501742163
2018-02-27,3.2485902777777778,-3.0419375000000004
2018-02-28,3.185586592178771,-3.0954343575418997
2018-03-01,4.750652777777778,-1.603125
2018-03-02,5.3603980446927375,-0.6903875698324022
2018-03-03,1.9940416666666667,-1.390398611111111
2018-03-04,0.9506564245810055,-2.212507681564246
2018-03-05,3.2400208333333333,-2.7513111111111113
2018-03-06,5.046631944444444,-1.0425777777777776
2018-03-07,4.882069444444444,-1.0185166666666667
2018-03-08,4.955666666666667,-0.9931520833333333
2018-03-09,4.110798611111111,-1.685698611111111
2018-03-10,1.7377361111111111,-1.1316972222222221
2018-03-11,1.6932916666666669,-1.1802902777777777
2018-03-12,4.2714594972067035,-1.633685754189944
2018-03-13,5.607770833333333,-0.33110694444444444
2018-03-14,3.0004027777777775,-2.8544340277777778
2018-03-15,4.9784444444444444,-0.9785986111111111
2018-03-16,5.413110181311018,-0.3944404181184669
2018-03-17,2.6374791666666666,-0.7375263888888889
2018-03-18,1.6729469273743016,-1.7535733240223466
2018-03-19,2.340263888888889,-4.036981944444444
2018-03-20,2.037402777777778,-3.9669222222222227
2018-03-21,3.6181319444444444,-2.5222041666666666
2018-03-22,5.0225625,-0.8195041666666667
2018-03-23,4.573903631284916,-1.0076173184357542
2018-03-24,0.5599583333333333,-2.332986111111111
2018-03-25,-0.2374198250728863,-3.302849963583394
2018-03-26,2.690069444444444,-3.2376006944444446
2018-03-27,4.900666666666667,-0.9976902777777777
2018-03-28,5.198243055555555,-0.5718763888888888
2018-03-29,3.1519305555555555,-2.6061187500000003
2018-03-30,2.2763541666666667,-2.488172222222222
2018-03-31,0.5113958333333333,-2.3986347222222224
2018-04-01,2.1823194444444445,-0.6804819444444444
2018-04-02,3.6418680555555554,-1.4227944444444445
2018-04-03,2.865614525139665,-2.9520900209351013
2018-04-04,4.063291666666667,-1.5216243055555556
2018-04-05,4.055059482155354,-2.0719223776223776
2018-04-06,1.4910347222222222,-4.1900458333333335
2018-04-07,-1.1356527777777776,-3.7947243055555555
2018-04-08,-0.5567152777777777,-3.2466708333333334
2018-04-09,4.118444444444445,-1.5471458333333332
2018-04-10,3.283977669225401,-2.80151570132589
2018-04-11,4.867138888888889,-0.6196006944444444
2018-04-12,4.6663125,-0.97170625
2018-04-13,3.7272777777777777,-1.8515979166666665
2018-04-14,-0.5323888888888889,-3.3430645833333332
2018-04-15,0.1742009769713887,-2.671850767085077
2018-04-16,2.705013888888889,-2.9739430555555555
2018-04-17,1.910277777777778,-4.172913888888889
2018-04-18,2.714888888888889,-4.2042319444444445
2018-04-19,3.4555027932960893,-4.2555484996510815
2018-04-20,4.091020833333333,-4.189240277777778
2018-04-21,-1.485673611111111,-4.223917361111111
2018-04-22,-0.5185347222222222,-3.2844909722222226
2018-04-23,2.1933402777777777,-3.3639958333333335
2018-04-24,4.096664340544313,-1.4595174337517434
2018-04-25,2.926951388888889,-2.41609375
2018-04-26,1.6623541666666666,-3.8080715277777775
2018-04-27,0.48070833333333335,-2.166644444444444
2018-04-28,1.2417667597765363,-1.4107145847871598
2018-04-29,2.0434930555555555,-0.6058152777777778
2018-04-30,4.409958041958042,-1.1119238294898672
2018-05-01,1.4584652777777778,-4.069815277777778
2018-05-02,0.6468741258741258,-4.661037037037038
2018-05-03,0.8859305555555556,-4.708316666666667
2018-05-04,0.5622638888888889,-4.71588125
2018-05-05,-2.095854166666667,-4.753671527777778
2018-05-06,-1.986554856743536,-4.715858938547486
2018-05-07,2.9645625,-4.6227729166666665
2018-05-08,3.244245810055866,-4.536541899441341
2018-05-09,4.137013888888889,-4.334763194444444
2018-05-10,-0.16745833333333332,-3.070639583333333
2018-05-11,-1.592334032145353,-4.265465782122905
2018-05-12,-1.0160416666666665,-3.7405527777777774
2018-05-13,1.3255244755244755,-1.3701795946890287
2018-05-14,3.8438472222222226,-3.4588944444444443
2018-05-15,3.2571458333333334,-4.6254625
2018-05-16,3.6484905660377356,-2.295856145251397
2018-05-17,0.6897777777777777,-4.607569444444445
2018-05-18,1.3559008379888269,-3.7863219273743014
2018-05-19,1.1205763888888889,-1.182782638888889
2018-05-20,-2.292923611111111,-4.645297916666667
2018-05-21,-1.3235416666666668,-3.6697020833333336
2018-05-22,3.932020833333333,-3.363198611111111
2018-05-23,5.704298611111112,-2.872145138888889
2018-05-24,3.360236111111111,-2.438127777777778
2018-05-25,2.804798611111111,-3.8696076388888887
2018-05-26,-2.0263680555555554,-4.520299305555556
2018-05-27,0.3887083333333333,-2.0650270833333333
2018-05-28,4.3911576011157605,-4.097559581881533
2018-05-29,5.948715277777778,-3.2566881944444446
2018-05-30,4.86854748603352,-4.026175977653631
2018-05-31,5.264055555555555,-3.168761111111111
2018-06-01,6.691861111111112,-0.8615159722222223
2018-06-02,0.8910624999999999,-1.4331715277777777
2018-06-03,-0.7115352407536636,-3.027571129707113
2018-06-04,5.338166666666667,-2.8546611111111106
2018-06-05,4.910687237026648,-2.0793980378416257
2018-06-06,2.651381944444444,-4.529441666666666
2018-06-07,5.483958333333333,-3.460934027777778
2018-06-08,6.130847222222222,-1.9094569444444445
2018-06-09,-1.1593541666666667,-3.593302083333333
2018-06-10,-1.4050488826815641,-3.849308443824145
2018-06-11,3.6680416666666664,-4.544439583333333
2018-06-12,4.584274755927476,-2.131871777003484
2018-06-13,3.3379652777777777,-2.591715972222222
2018-06-14,4.226861111111111,-2.0802145833333334
2018-06-15,3.306888888888889,-3.4857354166666665
2018-06-16,-0.8826135569531796,-3.4441180167597762
2018-06-17,0.8566597222222222,-1.6420229166666667
2018-06-18,4.763722222222222,-1.2570840277777777
2018-06-19,4.793507670850767,-1.1432564459930314
2018-06-20,3.037916666666667,-3.55179375
2018-06-21,3.245654929577465,-3.33273417721519
2018-06-22,3.2926458333333333,-2.027617361111111
2018-06-23,-1.1461388888888888,-3.6543125
2018-06-24,-0.9230930720783764,-3.418406578026592
2018-06-25,3.2135719298245613,-3.856115087719298
2018-06-26,2.7987420941672525,-4.760818117977528
2018-06-27,2.6146943078004217,-4.575277387640449
2018-06-28,6.177010452961673,-4.215343554006969
2018-06-29,4.079166666666667,-4.7889625
2018-06-30,-1.5309846368715083,-4.599030027932961
2018-07-01,-1.7868263888888891,-4.875565972222222
2018-07-02,4.827178770949721,-4.9271110335195525
2018-07-03,7.164326388888888,-4.690242361111111
2018-07-04,2.674145150034892,-4.080538354253836
2018-07-05,7.580888888888889,-4.372558333333334
2018-07-06,3.5098048780487803,-3.9583867595818814
2018-07-07,-1.1006319444444446,-3.701777777777778
2018-07-08,-1.7815694444444445,-4.427549305555556
2018-07-09,5.208284722222222,-3.2582743055555556
2018-07-10,5.452534722222222,-1.097442361111111
2018-07-11,3.841263888888889,-3.3346229166666665
2018-07-12,2.7392708333333333,-4.39395625
2018-07-13,2.812875,-3.9855465277777777
2018-07-14,-2.0557569444444446,-4.62724375
2018-07-15,-1.8967500000000002,-4.507336111111111
2018-07-16,5.274673611111111,-4.123565277777778
2018-07-17,4.628611111111111,-4.072022916666667
2018-07-18,4.361965277777777,-3.6117909722222223
2018-07-19,5.173993055555556,-3.4904611111111112
2018-07-20,3.8720416666666666,-4.079633333333333
2018-07-21,-1.7642430555555555,-4.424394444444444
2018-07-22,-1.4058819444444444,-4.035221527777778
2018-07-23,4.691527777777778,-4.287039583333333
2018-07-24,5.669,-2.8400340277777776
2018-07-25,4.833763888888889,-3.539678472222222
2018-07-26,6.188611111111111,-3.8812638888888893
2018-07-27,6.9051736111111115,-3.9681208333333333
2018-07-28,-0.40040972222222226,-3.2621777777777776
2018-07-29,0.07452777777777778,-2.6747805555555555
2018-07-30,6.58520138888889,-3.451040972222222
2018-07-31,5.164805555555556,-3.949226388888889
2018-08-01,4.961527777777778,-3.7822569444444443
2018-08-02,4.780236111111111,-4.228204861111111
2018-08-03,4.841104166666667,-4.205920833333333
2018-08-04,-1.1854097222222222,-3.9188763888888887
2018-08-05,-1.6460347222222222,-4.366825
2018-08-06,5.688951388888889,-4.225938888888889
2018-08-07,7.5595343988881165,-3.8245677553856843
2018-08-08,6.389284722222222,-2.3956840277777776
2018-08-09,6.975305555555556,-1.14956875
2018-08-10,2.6326180555555556,-3.450745833333333
2018-08-11,-1.0967916666666668,-3.7301527777777777
2018-08-12,-0.7326111111111111,-3.3615458333333335
2018-08-13,5.490513888888889,-2.083127777777778
2018-08-14,5.147291666666667,-3.1045749999999996
2018-08-15,5.135604166666667,-1.3236784722222221
2018-08-16,7.222561231630512,-2.4473806857942617
2018-08-17,3.1903541666666664,-3.3763673611111114
2018-08-18,0.6147222222222222,-2.037475
2018-08-19,0.08161805555555555,-2.581534027777778
2018-08-20,5.921203638908327,-1.6112743177046887
2018-08-21,5.0456634078212295,-2.5591270949720673
2018-08-22,4.159020833333333,-3.6700020833333333
2018-08-23,5.368381944444445,-1.8204034722222222
2018-08-24,2.9426944444444443,-2.792590277777778
2018-08-25,0.5649652777777777,-1.9294805555555554
2018-08-26,-0.3950625,-2.8912312499999997
2018-08-27,4.1181874999999994,-1.8763916666666667
2018-08-28,3.721694444444444,-2.2859229166666664
2018-08-29,2.902044506258693,-0.8914322446143155
2018-08-30,4.835611111111111,-3.1572125000000004
2018-08-31,1.2652847222222223,-2.7722597222222225
2018-09-01,-0.9838333333333333,-3.450215277777778
2018-09-02,-1.1590833333333332,-3.654420138888889
2018-09-03,4.6412708333333335,-0.9640854166666666
2018-09-04,4.840826388888889,-2.281620138888889
2018-09-05,5.340125,-2.782109722222222
2018-09-06,4.608604166666667,-1.7511659722222224
2018-09-07,4.480590277777778,-3.169923611111111
2018-09-08,0.2239722222222222,-2.2465916666666668
2018-09-09,-0.4822569444444445,-2.945136111111111
2018-09-10,3.431166666666667,-2.3036291666666666
2018-09-11,5.898694444444445,-3.0253944444444447
2018-09-12,5.047083333333333,-0.6876423611111111
2018-09-13,2.5113611111111114,-3.372978472222222
2018-09-14,3.2285625000000002,-2.6668854166666667
2018-09-15,-0.09243749999999999,-2.4500402777777777
2018-09-16,-0.7573124999999999,-3.1692270833333334
2018-09-17,3.100243055555556,-3.5393923611111116
2018-09-18,3.326298611111111,-3.582695138888889
2018-09-19,4.265791666666667,-2.8464611111111107
2018-09-20,4.670861111111111,-2.9684256944444445
2018-09-21,5.588631944444445,-2.192295833333333
2018-09-22,1.194076388888889,-1.2444131944444443
2018-09-23,1.9455625,-0.4667
2018-09-24,4.336479166666667,-2.738465277777778
2018-09-25,2.9026944444444447,-3.04913125
2018-09-26,2.2499652777777777,-3.4467694444444446
2018-09-27,3.786465277777778,-3.5741562499999997
2018-09-28,3.121715277777778,-2.1871993055555556
2018-09-29,-0.49518749999999995,-3.190585416666667
2018-09-30,-0.04924999999999999,-2.8362631944444443
2018-10-01,5.127652777777778,-2.034173611111111
2018-10-02,5.195395833333333,-0.9718006944444445
2018-10-03,3.176041666666667,-2.731325694444444
2018-10-04,4.719277777777778,-1.2447680555555556
2018-10-05,2.791027777777778,-3.2846694444444444
2018-10-06,-0.10667361111111112,-2.7293173611111112
2018-10-07,0.4384166666666666,-2.187328472222222
2018-10-08,2.9905486111111115,-2.609285416666667
2018-10-09,2.980875,-3.0784555555555553
2018-10-10,3.6347725682295313,-3.0287655703289014
2018-10-11,4.448770833333333,-2.2457180555555554
2018-10-12,4.654576388888889,-2.3700125
2018-10-13,-0.012104166666666666,-2.698207638888889
2018-10-14,0.06873611111111111,-2.594315972222222
2018-10-15,4.574402777777778,-2.020191666666667
2018-10-16,4.719381944444445,-2.4111208333333334
2018-10-17,5.097854166666666,-1.603582638888889
2018-10-18,4.507986111111111,-1.353461111111111
2018-10-19,1.6822569444444444,-2.264107638888889
2018-10-20,0.6499861111111112,-1.629170138888889
2018-10-21,0.8975902777777778,-1.3745548611111111
2018-10-22,5.535604166666667,-1.9817048611111112
2018-10-23,4.710875,-1.1221868055555555
2018-10-24,4.648208333333334,-0.8558243055555556
2018-10-25,5.123375,-0.3390097222222222
2018-10-26,5.053041666666667,-0.278325
2018-10-27,0.4022152777777778,-1.9153041666666666
2018-10-28,0.17952083333333332,-2.423013888888889
2018-10-29,5.398277777777778,-0.21766527777777778
2018-10-30,5.5394375,-0.27179097222222226
2018-10-31,3.3607847222222222,-1.9458729166666666
2018-11-01,5.088548611111111,-0.4221097222222222
2018-11-02,3.0027638888888886,-2.309451388888889
2018-11-03,0.8808541666666667,-1.7126638888888888
2018-11-04,0.8312638888888889,-1.7728326388888889
2018-11-05,3.6135902777777775,-1.8058527777777778
2018-11-06,4.264409722222222,-1.6015840277777778
2018-11-07,4.9574444444444445,-0.37797916666666664
2018-11-08,3.280611111111111,-2.286682638888889
2018-11-09,4.963173611111111,-0.9296791666666667
2018-11-10,2.298861111111111,-0.15505833333333333
2018-11-11,2.0056736111111113,-0.4612201388888889
2018-11-12,5.270951388888889,-0.2979375
2018-11-13,4.107375,-1.5890652777777776
2018-11-14,3.7451666666666665,-1.624875
2018-11-15,4.769152777777777,-2.0459618055555557
2018-11-16,4.777715277777777,-0.7323944444444443
2018-11-17,0.5824722222222222,-2.0403458333333333
2018-11-18,1.117173611111111,-1.7071229166666666
2018-11-19,4.149861111111111,-0.5064090277777779
2018-11-20,5.051284722222222,-0.1929729166666667
2018-11-21,5.4291527777777775,-0.5325791666666666
2018-11-22,5.633055555555556,-0.2882909722222222
2018-11-23,4.295444444444444,-1.1407486111111111
2018-11-24,2.8712569444444442,-0.2111298611111111
2018-11-25,4.700472222222222,-0.07692500000000001
2018-11-26,5.771729166666668,-0.15652569444444445
2018-11-27,5.8547569444444445,-0.1483861111111111
2018-11-28,5.514541666666666,-0.1571798611111111
2018-11-29,5.548013888888889,-0.141575
2018-11-30,8.356104166666666,-0.5085388888888889
2018-12-01,2.0525902777777776,-0.34000555555555556
2018-12-02,2.3446736111111113,-0.06618125
2018-12-03,5.196229166666667,-0.41010277777777776
2018-12-04,4.295527777777778,-1.3668826388888888
2018-12-05,5.609902777777778,-0.17984583333333334
2018-12-06,5.580784722222222,-0.14113819444444445
2018-12-07,5.930986111111111,-0.059652083333333335
2018-12-08,2.511118055555556,-0.26040694444444445
2018-12-09,2.4092152777777778,-0.48223819444444443
2018-12-10,6.799298611111111,-0.8091222222222222
2018-12-11,4.6800625,-1.245579861111111
2018-12-12,5.923222222222223,-0.8816090277777778
2018-12-13,5.041458333333333,-1.4794430555555556
2018-12-14,5.605166666666666,-0.31905208333333335
2018-12-15,2.982076388888889,-0.31430416666666666
2018-12-16,3.2182291666666667,-0.11824791666666666
2018-12-17,6.201347222222223,-0.3754138888888889
2018-12-18,5.694486111111111,-0.6132618055555555
2018-12-19,6.5353263888888895,-0.14493402777777778
2018-12-20,6.078569444444444,-0.21951875
2018-12-21,5.3888125,-0.07832361111111111
2018-12-22,2.4797430555555553,-0.32733125
2018-12-23,3.102576388888889,-0.09962152777777779
2018-12-24,2.274375,-1.0227111111111111
2018-12-25,2.3235069444444445,-0.9437805555555556
2018-12-26,3.2268402777777774,-0.13193888888888888
2018-12-27,2.8636111111111116,-0.5906159722222222
2018-12-28,3.2500763888888886,-0.14213472222222223
2018-12-29,3.1420624999999998,-0.08921319444444445
2018-12-30,3.002659722222222,-0.2120159722222222
2018-12-31,3.1074861111111107,-0.191825
